instant_x,dteday,season_x,yr_x,mnth_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual_x,registered_x,Total_x,instant_y,season_y,yr_y,mnth_y,hr,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y,casual_y,registered_y,Total_y
416,2012-02-20,Spring,2012,February,Monday,Holiday,"Clear or
 Partly cloudy",11.5,13.7,50.8,15.3,502,2627,3129,9854,Spring,2012,February,01 PM,Monday,Holiday,"Clear or
 Partly cloudy",12.3,14.4,42.0,19.0,66,246,312
417,2012-02-21,Spring,2012,February,Tuesday,Working day,"Clear or
 Partly cloudy",11.8,14.8,59.4,13.8,163,3614,3777,9872,Spring,2012,February,08 AM,Tuesday,Working day,"Clear or
 Partly cloudy",8.2,11.4,69.0,6.0,5,459,464
418,2012-02-22,Spring,2012,February,Wednesday,Working day,"Clear or
 Partly cloudy",16.2,19.6,56.8,15.7,394,4379,4773,9896,Spring,2012,February,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",12.3,15.9,75.0,6.0,9,567,576
419,2012-02-23,Spring,2012,February,Thursday,Working day,"Clear or
 Partly cloudy",18.6,22.2,55.5,12.8,516,4546,5062,9929,Spring,2012,February,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",22.1,25.8,32.0,11.0,49,561,610
420,2012-02-24,Spring,2012,February,Friday,Working day,"Mist and
 Cloudy or Mist ",16.7,20.5,73.8,15.9,246,3241,3487,9944,Spring,2012,February,08 AM,Friday,Working day,"Mist and
 Cloudy or Mist ",15.6,19.7,76.0,22.0,17,452,469
421,2012-02-25,Spring,2012,February,Saturday,Weekend,"Clear or
 Partly cloudy",11.9,12.8,39.6,28.3,317,2415,2732,9972,Spring,2012,February,12 PM,Saturday,Weekend,"Clear or
 Partly cloudy",13.1,13.6,29.0,44.0,41,217,258
422,2012-02-26,Spring,2012,February,Sunday,Weekend,"Clear or
 Partly cloudy",11.4,13.4,41.0,13.8,515,2874,3389,9999,Spring,2012,February,03 PM,Sunday,Weekend,"Clear or
 Partly cloudy",14.8,17.4,29.0,0.0,72,281,353
423,2012-02-27,Spring,2012,February,Monday,Working day,"Clear or
 Partly cloudy",15.0,17.9,49.1,18.0,253,4069,4322,10025,Spring,2012,February,05 PM,Monday,Working day,"Clear or
 Partly cloudy",22.1,25.8,24.0,30.0,26,503,529
424,2012-02-28,Spring,2012,February,Tuesday,Working day,"Clear or
 Partly cloudy",14.7,17.7,39.6,13.0,229,4134,4363,10040,Spring,2012,February,08 AM,Tuesday,Working day,"Clear or
 Partly cloudy",10.7,12.1,48.0,19.0,16,543,559
425,2012-02-29,Spring,2012,February,Wednesday,Working day,"Mist and
 Cloudy or Mist ",14.1,17.4,80.5,12.0,65,1769,1834,10062,Spring,2012,February,07 AM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",10.7,13.6,81.0,9.0,11,242,253
426,2012-03-01,Spring,2012,March,Thursday,Working day,"Clear or
 Partly cloudy",19.9,23.8,61.5,15.2,325,4665,4990,10096,Spring,2012,March,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",23.0,26.5,35.0,20.0,49,551,600
427,2012-03-02,Spring,2012,March,Friday,Working day,"Mist and
 Cloudy or Mist ",14.5,18.0,65.7,9.7,246,2948,3194,10111,Spring,2012,March,08 AM,Friday,Working day,"Clear or
 Partly cloudy",11.5,15.2,75.0,6.0,16,533,549
428,2012-03-03,Spring,2012,March,Saturday,Weekend,"Mist and
 Cloudy or Mist ",17.0,20.7,62.1,10.8,956,3110,4066,10143,Spring,2012,March,04 PM,Saturday,Weekend,"Clear or
 Partly cloudy",20.5,24.2,27.0,20.0,167,300,467
429,2012-03-04,Spring,2012,March,Sunday,Weekend,"Clear or
 Partly cloudy",13.4,15.2,40.3,22.4,710,2713,3423,10164,Spring,2012,March,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",14.8,16.7,37.0,24.0,108,256,364
430,2012-03-05,Spring,2012,March,Monday,Working day,"Clear or
 Partly cloudy",10.0,12.1,50.6,15.3,203,3130,3333,10183,Spring,2012,March,08 AM,Monday,Working day,"Clear or
 Partly cloudy",8.2,11.4,59.0,7.0,13,415,428
431,2012-03-06,Spring,2012,March,Tuesday,Working day,"Clear or
 Partly cloudy",10.6,12.8,45.7,13.5,221,3735,3956,10207,Spring,2012,March,08 AM,Tuesday,Working day,"Clear or
 Partly cloudy",6.6,9.1,59.0,7.0,14,487,501
432,2012-03-07,Spring,2012,March,Wednesday,Working day,"Clear or
 Partly cloudy",16.6,19.3,51.3,23.2,432,4484,4916,10240,Spring,2012,March,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",23.0,26.5,43.0,33.0,58,554,612
433,2012-03-08,Spring,2012,March,Thursday,Working day,"Clear or
 Partly cloudy",21.6,26.2,56.8,29.6,486,4896,5382,10264,Spring,2012,March,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",25.4,31.1,38.0,44.0,52,545,597
434,2012-03-09,Spring,2012,March,Friday,Working day,"Mist and
 Cloudy or Mist ",16.8,19.9,40.7,27.8,447,4122,4569,10288,Spring,2012,March,05 PM,Friday,Working day,"Clear or
 Partly cloudy",18.9,22.7,24.0,26.0,68,498,566
435,2012-03-10,Spring,2012,March,Saturday,Weekend,"Clear or
 Partly cloudy",11.8,13.9,35.0,15.1,968,3150,4118,10310,Spring,2012,March,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",13.9,18.2,25.0,0.0,132,274,406
436,2012-03-11,Spring,2012,March,Sunday,Weekend,"Clear or
 Partly cloudy",14.8,18.0,47.7,14.9,1658,3253,4911,10334,Spring,2012,March,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",20.5,24.2,31.0,24.0,208,301,509
437,2012-03-12,Spring,2012,March,Monday,Working day,"Clear or
 Partly cloudy",19.1,23.0,48.9,13.9,838,4460,5298,10360,Spring,2012,March,06 PM,Monday,Working day,"Mist and
 Cloudy or Mist ",24.6,31.1,43.0,13.0,89,623,712
438,2012-03-13,Spring,2012,March,Tuesday,Working day,"Clear or
 Partly cloudy",23.2,27.1,61.8,15.9,762,5085,5847,10384,Spring,2012,March,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",28.7,31.8,34.0,20.0,96,638,734
439,2012-03-14,Spring,2012,March,Wednesday,Working day,"Clear or
 Partly cloudy",23.5,27.4,50.7,7.7,997,5315,6312,10407,Spring,2012,March,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",28.7,31.8,28.0,6.0,140,642,782
440,2012-03-15,Spring,2012,March,Thursday,Working day,"Clear or
 Partly cloudy",22.9,26.6,58.0,10.0,1005,5187,6192,10432,Spring,2012,March,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",27.1,31.1,44.0,19.0,98,648,746
441,2012-03-16,Spring,2012,March,Friday,Working day,"Mist and
 Cloudy or Mist ",17.9,21.8,84.2,7.6,548,3830,4378,10446,Spring,2012,March,08 AM,Friday,Working day,"Mist and
 Cloudy or Mist ",16.4,20.5,87.0,15.0,28,534,562
442,2012-03-17,Spring,2012,March,Saturday,Weekend,"Mist and
 Cloudy or Mist ",21.1,25.3,75.6,7.4,3155,4681,7836,10476,Spring,2012,March,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",25.4,31.1,53.0,6.0,352,338,690
443,2012-03-18,Spring,2012,March,Sunday,Weekend,"Mist and
 Cloudy or Mist ",19.4,23.2,81.0,8.5,2207,3685,5892,10501,Spring,2012,March,03 PM,Sunday,Weekend,"Clear or
 Partly cloudy",22.1,25.8,68.0,6.0,240,314,554
444,2012-03-19,Spring,2012,March,Monday,Working day,"Clear or
 Partly cloudy",22.3,26.6,72.9,10.9,982,5171,6153,10528,Spring,2012,March,06 PM,Monday,Working day,"Clear or
 Partly cloudy",26.2,31.1,57.0,17.0,120,681,801
445,2012-03-20,Spring,2012,March,Tuesday,Working day,"Clear or
 Partly cloudy",23.0,26.9,80.8,8.1,1051,5042,6093,10552,Spring,2012,March,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",24.6,29.5,69.0,17.0,136,665,801
446,2012-03-21,Summer,2012,March,Wednesday,Working day,"Mist and
 Cloudy or Mist ",21.8,25.7,82.1,6.0,1122,5108,6230,10576,Summer,2012,March,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",24.6,29.5,69.0,0.0,152,627,779
447,2012-03-22,Summer,2012,March,Thursday,Working day,"Clear or
 Partly cloudy",22.7,26.6,83.1,7.9,1334,5537,6871,10599,Summer,2012,March,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",27.1,31.1,65.0,11.0,154,656,810
448,2012-03-23,Summer,2012,March,Friday,Working day,"Mist and
 Cloudy or Mist ",24.7,28.5,69.4,7.8,2469,5893,8362,10623,Summer,2012,March,05 PM,Friday,Working day,"Mist and
 Cloudy or Mist ",29.5,32.6,42.0,11.0,264,693,957
449,2012-03-24,Summer,2012,March,Saturday,Weekend,"Mist and
 Cloudy or Mist ",20.6,24.3,88.5,12.9,1033,2339,3372,10640,Summer,2012,March,10 AM,Saturday,Weekend,"Mist and
 Cloudy or Mist ",21.3,25.0,88.0,13.0,148,197,345
450,2012-03-25,Summer,2012,March,Sunday,Weekend,"Mist and
 Cloudy or Mist ",17.9,21.9,88.1,14.8,1532,3464,4996,10670,Summer,2012,March,04 PM,Sunday,Weekend,"Clear or
 Partly cloudy",19.7,23.5,77.0,0.0,153,339,492
451,2012-03-26,Summer,2012,March,Monday,Working day,"Clear or
 Partly cloudy",18.3,21.9,47.8,25.9,795,4763,5558,10696,Summer,2012,March,06 PM,Monday,Working day,"Clear or
 Partly cloudy",18.0,22.0,26.0,30.0,90,594,684
452,2012-03-27,Summer,2012,March,Tuesday,Working day,"Clear or
 Partly cloudy",13.3,15.8,29.0,12.5,531,4571,5102,10720,Summer,2012,March,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",17.2,21.2,17.0,6.0,67,577,644
453,2012-03-28,Summer,2012,March,Wednesday,Working day,"Clear or
 Partly cloudy",19.9,23.5,48.1,19.5,674,5024,5698,10734,Summer,2012,March,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",15.6,19.7,46.0,24.0,19,639,658
454,2012-03-29,Summer,2012,March,Thursday,Working day,"Clear or
 Partly cloudy",20.3,24.1,43.9,21.4,834,5299,6133,10767,Summer,2012,March,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",21.3,25.0,38.0,26.0,83,620,703
455,2012-03-30,Summer,2012,March,Friday,Working day,"Mist and
 Cloudy or Mist ",15.2,18.8,58.1,9.3,796,4663,5459,10791,Summer,2012,March,05 PM,Friday,Working day,"Mist and
 Cloudy or Mist ",16.4,20.5,62.0,15.0,93,513,606
456,2012-03-31,Summer,2012,March,Saturday,Weekend,"Mist and
 Cloudy or Mist ",17.4,21.1,73.8,16.8,2301,3934,6235,10811,Summer,2012,March,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",22.1,25.8,60.0,9.0,265,373,638
457,2012-04-01,Summer,2012,April,Sunday,Weekend,"Mist and
 Cloudy or Mist ",17.5,20.9,67.6,11.5,2347,3694,6041,10837,Summer,2012,April,03 PM,Sunday,Weekend,"Clear or
 Partly cloudy",20.5,24.2,55.0,17.0,295,278,573
458,2012-04-02,Summer,2012,April,Monday,Working day,"Clear or
 Partly cloudy",17.8,21.4,50.4,20.9,1208,4728,5936,10862,Summer,2012,April,05 PM,Monday,Working day,"Clear or
 Partly cloudy",20.5,24.2,29.0,19.0,128,601,729
459,2012-04-03,Summer,2012,April,Tuesday,Working day,"Clear or
 Partly cloudy",19.1,23.1,39.7,6.7,1348,5424,6772,10887,Summer,2012,April,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",24.6,30.3,26.0,11.0,139,661,800
460,2012-04-04,Summer,2012,April,Wednesday,Working day,"Clear or
 Partly cloudy",22.2,26.7,47.0,12.1,1058,5378,6436,10911,Summer,2012,April,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",27.1,31.1,41.0,17.0,113,646,759
461,2012-04-05,Summer,2012,April,Thursday,Working day,"Clear or
 Partly cloudy",17.8,21.6,37.4,14.7,1192,5265,6457,10934,Summer,2012,April,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",20.5,24.2,31.0,11.0,145,677,822
462,2012-04-06,Summer,2012,April,Friday,Working day,"Clear or
 Partly cloudy",16.5,19.5,37.7,20.1,1807,4653,6460,10958,Summer,2012,April,05 PM,Friday,Working day,"Clear or
 Partly cloudy",21.3,25.0,23.0,28.0,172,483,655
463,2012-04-07,Summer,2012,April,Saturday,Weekend,"Clear or
 Partly cloudy",17.9,21.3,25.4,18.4,3252,3605,6857,10978,Summer,2012,April,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",20.5,24.2,22.0,13.0,355,288,643
464,2012-04-08,Summer,2012,April,Sunday,Weekend,"Clear or
 Partly cloudy",20.5,24.6,27.6,15.6,2230,2939,5169,11003,Summer,2012,April,02 PM,Sunday,Weekend,"Clear or
 Partly cloudy",24.6,29.5,18.0,30.0,254,249,503
465,2012-04-09,Summer,2012,April,Monday,Working day,"Clear or
 Partly cloudy",20.1,23.8,31.8,24.0,905,4680,5585,11031,Summer,2012,April,06 PM,Monday,Working day,"Clear or
 Partly cloudy",22.1,25.8,34.0,20.0,60,586,646
466,2012-04-10,Summer,2012,April,Tuesday,Working day,"Clear or
 Partly cloudy",18.3,21.8,43.5,16.7,819,5099,5918,11054,Summer,2012,April,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",23.0,26.5,21.0,35.0,88,656,744
467,2012-04-11,Summer,2012,April,Wednesday,Working day,"Clear or
 Partly cloudy",14.3,16.9,47.0,19.8,482,4380,4862,11068,Summer,2012,April,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",12.3,14.4,49.0,15.0,14,581,595
468,2012-04-12,Summer,2012,April,Thursday,Working day,"Clear or
 Partly cloudy",16.3,19.4,46.6,19.5,663,4746,5409,11101,Summer,2012,April,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",20.5,24.2,27.0,26.0,60,596,656
469,2012-04-13,Summer,2012,April,Friday,Working day,"Clear or
 Partly cloudy",18.1,21.6,40.8,10.4,1252,5146,6398,11125,Summer,2012,April,05 PM,Friday,Working day,"Clear or
 Partly cloudy",23.0,26.5,24.0,11.0,117,621,738
470,2012-04-14,Summer,2012,April,Saturday,Weekend,"Clear or
 Partly cloudy",20.3,24.4,50.3,12.8,2795,4665,7460,11144,Summer,2012,April,12 PM,Saturday,Weekend,"Clear or
 Partly cloudy",23.8,27.3,35.0,17.0,274,404,678
471,2012-04-15,Summer,2012,April,Sunday,Weekend,"Clear or
 Partly cloudy",24.9,28.7,50.8,15.1,2846,4286,7132,11169,Summer,2012,April,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",27.1,31.1,44.0,19.0,298,383,681
472,2012-04-16,Summer,2012,April,Monday,Holiday,"Clear or
 Partly cloudy",27.2,30.7,56.2,19.1,1198,5172,6370,11197,Summer,2012,April,05 PM,Monday,Holiday,"Clear or
 Partly cloudy",32.8,34.8,33.0,26.0,111,601,712
473,2012-04-17,Summer,2012,April,Tuesday,Working day,"Clear or
 Partly cloudy",24.9,29.9,39.0,18.3,989,5702,6691,11221,Summer,2012,April,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",26.2,30.3,25.0,20.0,108,673,781
474,2012-04-18,Summer,2012,April,Wednesday,Working day,"Mist and
 Cloudy or Mist ",19.0,22.9,56.9,11.3,347,4020,4367,11236,Summer,2012,April,08 AM,Wednesday,Working day,"Light Snow or
 Light Rain with Thunderstorm",20.5,24.2,39.0,13.0,25,551,576
475,2012-04-19,Summer,2012,April,Thursday,Working day,"Clear or
 Partly cloudy",20.4,24.7,61.3,4.4,846,5719,6565,11270,Summer,2012,April,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",24.6,31.1,43.0,6.0,99,677,776
476,2012-04-20,Summer,2012,April,Friday,Working day,"Clear or
 Partly cloudy",21.6,25.8,69.5,10.0,1340,5950,7290,11293,Summer,2012,April,05 PM,Friday,Working day,"Clear or
 Partly cloudy",26.2,31.1,47.0,19.0,122,697,819
477,2012-04-21,Summer,2012,April,Saturday,Weekend,"Clear or
 Partly cloudy",23.4,27.1,68.3,19.0,2541,4083,6624,11313,Summer,2012,April,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",27.1,31.1,54.0,15.0,291,358,649
478,2012-04-22,Summer,2012,April,Sunday,Weekend,"Light Snow or
 Light Rain with Thunderstorm",16.3,19.5,83.5,23.1,120,907,1027,11324,Summer,2012,April,12 AM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",18.9,22.7,82.0,13.0,32,85,117
479,2012-04-23,Summer,2012,April,Monday,Working day,"Mist and
 Cloudy or Mist ",13.2,15.1,76.7,20.3,195,3019,3214,11356,Summer,2012,April,08 AM,Monday,Working day,"Mist and
 Cloudy or Mist ",12.3,13.6,75.0,22.0,11,471,482
480,2012-04-24,Summer,2012,April,Tuesday,Working day,"Clear or
 Partly cloudy",16.9,20.3,45.4,16.7,518,5115,5633,11389,Summer,2012,April,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",21.3,25.0,22.0,26.0,72,619,691
481,2012-04-25,Summer,2012,April,Wednesday,Working day,"Clear or
 Partly cloudy",19.5,23.5,42.8,8.0,655,5541,6196,11413,Summer,2012,April,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",24.6,29.5,20.0,20.0,68,664,732
482,2012-04-26,Summer,2012,April,Thursday,Working day,"Mist and
 Cloudy or Mist ",20.4,24.2,75.7,11.8,475,4551,5026,11438,Summer,2012,April,06 PM,Thursday,Working day,"Mist and
 Cloudy or Mist ",22.1,25.8,77.0,13.0,75,589,664
483,2012-04-27,Summer,2012,April,Friday,Working day,"Clear or
 Partly cloudy",18.8,22.6,40.1,23.3,1014,5219,6233,11461,Summer,2012,April,05 PM,Friday,Working day,"Clear or
 Partly cloudy",22.1,25.8,24.0,26.0,89,613,702
484,2012-04-28,Summer,2012,April,Saturday,Weekend,"Mist and
 Cloudy or Mist ",15.4,18.9,49.0,8.7,1120,3100,4220,11482,Summer,2012,April,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",17.2,21.2,38.0,7.0,147,293,440
485,2012-04-29,Summer,2012,April,Sunday,Weekend,"Clear or
 Partly cloudy",18.8,22.5,58.7,7.8,2229,4075,6304,11506,Summer,2012,April,02 PM,Sunday,Weekend,"Clear or
 Partly cloudy",22.1,25.8,34.0,0.0,281,372,653
486,2012-04-30,Summer,2012,April,Monday,Working day,"Mist and
 Cloudy or Mist ",19.0,22.9,57.0,11.5,665,4907,5572,11533,Summer,2012,April,05 PM,Monday,Working day,"Clear or
 Partly cloudy",23.0,26.5,60.0,11.0,66,617,683
487,2012-05-01,Summer,2012,May,Tuesday,Working day,"Mist and
 Cloudy or Mist ",25.1,28.9,66.0,10.5,653,5087,5740,11558,Summer,2012,May,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",28.7,32.6,54.0,9.0,81,662,743
488,2012-05-02,Summer,2012,May,Wednesday,Working day,"Clear or
 Partly cloudy",23.1,26.9,79.7,9.2,667,5502,6169,11582,Summer,2012,May,06 PM,Wednesday,Working day,"Clear or
 Partly cloudy",23.0,26.5,73.0,15.0,43,770,813
489,2012-05-03,Summer,2012,May,Thursday,Working day,"Mist and
 Cloudy or Mist ",23.0,26.9,76.8,9.0,764,5657,6421,11606,Summer,2012,May,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",29.5,33.3,58.0,9.0,64,642,706
490,2012-05-04,Summer,2012,May,Friday,Working day,"Clear or
 Partly cloudy",25.7,29.5,73.5,10.9,1069,5227,6296,11629,Summer,2012,May,05 PM,Friday,Working day,"Clear or
 Partly cloudy",28.7,32.6,54.0,31.0,96,547,643
491,2012-05-05,Summer,2012,May,Saturday,Weekend,"Mist and
 Cloudy or Mist ",25.5,29.2,75.7,10.3,2496,4387,6883,11647,Summer,2012,May,11 AM,Saturday,Weekend,"Clear or
 Partly cloudy",28.7,32.6,58.0,6.0,221,354,575
492,2012-05-06,Summer,2012,May,Sunday,Weekend,"Mist and
 Cloudy or Mist ",23.1,27.3,74.0,10.0,2135,4224,6359,11675,Summer,2012,May,03 PM,Sunday,Weekend,"Mist and
 Cloudy or Mist ",25.4,30.3,61.0,7.0,229,342,571
493,2012-05-07,Summer,2012,May,Monday,Working day,"Mist and
 Cloudy or Mist ",22.0,26.4,66.4,15.5,1008,5265,6273,11701,Summer,2012,May,05 PM,Monday,Working day,"Mist and
 Cloudy or Mist ",24.6,31.1,53.0,22.0,102,667,769
494,2012-05-08,Summer,2012,May,Tuesday,Working day,"Mist and
 Cloudy or Mist ",23.8,27.9,68.6,19.8,738,4990,5728,11725,Summer,2012,May,05 PM,Tuesday,Working day,"Mist and
 Cloudy or Mist ",26.2,30.3,69.0,19.0,77,640,717
495,2012-05-09,Summer,2012,May,Wednesday,Working day,"Mist and
 Cloudy or Mist ",23.6,27.7,74.4,14.5,620,4097,4717,11749,Summer,2012,May,05 PM,Wednesday,Working day,"Mist and
 Cloudy or Mist ",26.2,31.1,53.0,9.0,76,629,705
496,2012-05-10,Summer,2012,May,Thursday,Working day,"Clear or
 Partly cloudy",20.7,24.6,55.2,21.0,1026,5546,6572,11774,Summer,2012,May,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",23.0,26.5,35.0,35.0,109,661,770
497,2012-05-11,Summer,2012,May,Friday,Working day,"Clear or
 Partly cloudy",21.9,26.0,36.0,15.9,1319,5711,7030,11797,Summer,2012,May,05 PM,Friday,Working day,"Clear or
 Partly cloudy",26.2,30.3,23.0,17.0,102,677,779
498,2012-05-12,Summer,2012,May,Saturday,Weekend,"Clear or
 Partly cloudy",23.1,27.2,48.0,8.2,2622,4807,7429,11817,Summer,2012,May,01 PM,Saturday,Weekend,"Clear or
 Partly cloudy",26.2,31.1,36.0,13.0,293,366,659
499,2012-05-13,Summer,2012,May,Sunday,Weekend,"Clear or
 Partly cloudy",25.1,29.3,57.6,15.1,2172,3946,6118,11841,Summer,2012,May,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",27.9,31.8,54.0,17.0,255,347,602
500,2012-05-14,Summer,2012,May,Monday,Working day,"Mist and
 Cloudy or Mist ",23.5,27.5,79.0,14.3,342,2501,2843,11871,Summer,2012,May,07 PM,Monday,Working day,"Light Snow or
 Light Rain with Thunderstorm",23.8,27.3,88.0,9.0,10,294,304
501,2012-05-15,Summer,2012,May,Tuesday,Working day,"Mist and
 Cloudy or Mist ",25.1,28.8,79.5,9.9,625,4490,5115,11894,Summer,2012,May,06 PM,Tuesday,Working day,"Clear or
 Partly cloudy",28.7,32.6,61.0,6.0,68,665,733
502,2012-05-16,Summer,2012,May,Wednesday,Working day,"Clear or
 Partly cloudy",26.1,29.8,69.8,8.2,991,6433,7424,11917,Summer,2012,May,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",29.5,33.3,51.0,13.0,104,769,873
503,2012-05-17,Summer,2012,May,Thursday,Working day,"Clear or
 Partly cloudy",24.3,28.6,52.0,15.4,1242,6142,7384,11942,Summer,2012,May,06 PM,Thursday,Working day,"Clear or
 Partly cloudy",27.1,31.1,27.0,11.0,134,734,868
504,2012-05-18,Summer,2012,May,Friday,Working day,"Clear or
 Partly cloudy",23.1,27.6,52.3,9.2,1521,6118,7639,11965,Summer,2012,May,05 PM,Friday,Working day,"Clear or
 Partly cloudy",27.1,31.1,34.0,9.0,124,688,812
505,2012-05-19,Summer,2012,May,Saturday,Weekend,"Clear or
 Partly cloudy",24.6,28.3,45.6,5.6,3410,4884,8294,11986,Summer,2012,May,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",29.5,32.6,30.0,6.0,361,369,730
506,2012-05-20,Summer,2012,May,Sunday,Weekend,"Clear or
 Partly cloudy",25.5,29.2,53.0,17.0,2704,4425,7129,12008,Summer,2012,May,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",27.9,31.8,36.0,22.0,247,390,637
507,2012-05-21,Summer,2012,May,Monday,Working day,"Mist and
 Cloudy or Mist ",24.5,28.3,81.1,15.6,630,3729,4359,12038,Summer,2012,May,06 PM,Monday,Working day,"Clear or
 Partly cloudy",26.2,30.3,73.0,7.0,52,478,530
508,2012-05-22,Summer,2012,May,Tuesday,Working day,"Mist and
 Cloudy or Mist ",25.2,29.0,76.6,7.9,819,5254,6073,12061,Summer,2012,May,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",29.5,33.3,54.0,0.0,69,716,785
509,2012-05-23,Summer,2012,May,Wednesday,Working day,"Mist and
 Cloudy or Mist ",25.5,29.2,77.5,6.8,766,4494,5260,12076,Summer,2012,May,08 AM,Wednesday,Working day,"Clear or
 Partly cloudy",23.8,27.3,83.0,0.0,38,681,719
510,2012-05-24,Summer,2012,May,Thursday,Working day,"Clear or
 Partly cloudy",26.9,30.3,71.7,11.6,1059,5711,6770,12109,Summer,2012,May,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",30.3,34.1,55.0,19.0,120,678,798
511,2012-05-25,Summer,2012,May,Friday,Working day,"Clear or
 Partly cloudy",27.9,31.4,74.7,9.4,1417,5317,6734,12133,Summer,2012,May,05 PM,Friday,Working day,"Clear or
 Partly cloudy",31.2,35.6,62.0,19.0,124,529,653
512,2012-05-26,Summer,2012,May,Saturday,Weekend,"Clear or
 Partly cloudy",28.4,32.1,73.2,13.3,2855,3681,6536,12154,Summer,2012,May,02 PM,Saturday,Weekend,"Clear or
 Partly cloudy",31.2,36.4,66.0,15.0,307,257,564
513,2012-05-27,Summer,2012,May,Sunday,Weekend,"Clear or
 Partly cloudy",28.3,32.1,69.7,14.4,3283,3308,6591,12176,Summer,2012,May,12 PM,Sunday,Weekend,"Clear or
 Partly cloudy",30.3,34.8,66.0,17.0,301,269,570
514,2012-05-28,Summer,2012,May,Monday,Holiday,"Clear or
 Partly cloudy",29.2,34.0,67.6,13.2,2557,3486,6043,12201,Summer,2012,May,01 PM,Monday,Holiday,"Clear or
 Partly cloudy",32.8,39.4,63.0,19.0,272,284,556
515,2012-05-29,Summer,2012,May,Tuesday,Working day,"Clear or
 Partly cloudy",29.6,33.6,68.5,19.8,880,4863,5743,12229,Summer,2012,May,05 PM,Tuesday,Working day,"Clear or
 Partly cloudy",33.6,37.9,46.0,28.0,107,674,781
516,2012-05-30,Summer,2012,May,Wednesday,Working day,"Mist and
 Cloudy or Mist ",26.9,30.6,67.0,9.0,745,6110,6855,12253,Summer,2012,May,05 PM,Wednesday,Working day,"Clear or
 Partly cloudy",30.3,33.3,48.0,6.0,83,756,839
517,2012-05-31,Summer,2012,May,Thursday,Working day,"Clear or
 Partly cloudy",27.9,31.6,49.3,13.1,1100,6238,7338,12277,Summer,2012,May,05 PM,Thursday,Working day,"Clear or
 Partly cloudy",31.2,33.3,31.0,11.0,85,742,827
518,2012-06-01,Summer,2012,June,Friday,Working day,"Mist and
 Cloudy or Mist ",26.8,30.4,75.5,15.9,533,3594,4127,12292,Summer,2012,June,08 AM,Friday,Working day,"Mist and
 Cloudy or Mist ",26.2,28.8,89.0,13.0,19,675,694
519,2012-06-02,Summer,2012,June,Saturday,Weekend,"Clear or
 Partly cloudy",23.9,28.3,54.9,12.5,2795,5325,8120,12323,Summer,2012,June,03 PM,Saturday,Weekend,"Clear or
 Partly cloudy",26.2,31.1,38.0,17.0,297,405,702
520,2012-06-03,Summer,2012,June,Sunday,Weekend,"Clear or
 Partly cloudy",24.7,28.8,49.3,12.3,2494,5147,7641,12345,Summer,2012,June,01 PM,Sunday,Weekend,"Clear or
 Partly cloudy",27.9,31.8,36.0,19.0,265,421,686
